"DDKey","SortNumber","LCID","SeqNo","DisplayValue","CatalogID",
"A separator item cannot be placed on the specified toolbar","","1033","0","","dxBarStrs.pas",
"Add Group With Toolbar","","2052","0","在Toolbar上增加组","dxBarStrs.pas",
"Add Group With Toolbar","","1028","0","在Toolbar上增加組","dxBarStrs.pas",
"Add Group With Toolbar","","1033","0","","dxBarStrs.pas",
"Other  ","73","2052","0","其它","dxBarStrs.pas",
"Other  ","73","1028","0","其它","dxBarStrs.pas",
"Other  ","73","1033","0","","dxBarStrs.pas",
" Toolbars ","1","2052","0","工具列","dxBarStrs.pas",
" Toolbars ","1","1028","0","工具列","dxBarStrs.pas",
" Toolbars ","1","1033","0","","dxBarStrs.pas",
"You cannot assign the same control to more than one TdxBarControlContainerItem.","","2052","0","你不能指派同一个控件到多个TdxBarControlContainerItem。","dxBarStrs.pas",
"You cannot assign the same control to more than one TdxBarControlContainerItem.","","1028","0","你不能指派同一個控件到多個TdxBarControlContainerItem。","dxBarStrs.pas",
"You cannot assign the same control to more than one TdxBarControlContainerItem.","","1033","0","","dxBarStrs.pas",
"Toolb&ars:","4","2052","0","工具列:","dxBarStrs.pas",
"Toolb&ars:","4","1028","0","工具列:","dxBarStrs.pas",
"Toolb&ars:","4","1033","0","","dxBarStrs.pas",
"Comman&ds:","30","2052","0","指令:","dxBarStrs.pas",
"Comman&ds:","30","1028","0","指令:","dxBarStrs.pas",
"Comman&ds:","30","1033","0","","dxBarStrs.pas",
"You cannot assign the same control to more than one TdxBarControlContainerItem","","2052","0","你不能把同一个控件指派给一个以上的TdxBarControlContainerItem","dxBarStrs.pas",
"You cannot assign the same control to more than one TdxBarControlContainerItem","","1028","0","你不能把同一個控件指派給一個以上的TdxBarControlContainerItem","dxBarStrs.pas",
"You cannot assign the same control to more than one TdxBarControlContainerItem","","1033","0","","dxBarStrs.pas",
"Filter Dailog","4","2052","0","过滤对话框","dxBarStrs.pas",
"Filter Dailog","4","1028","0","過濾對話框","dxBarStrs.pas",
"Filter Dailog","4","1033","0","","dxBarStrs.pas",
"Clear &All","28","2052","0","清除全部","Filter Dailog",
"Clear &All","28","1028","0","清除全部","Filter Dailog",
"Clear &All","28","1033","0","","Filter Dailog",
"Custom Filter","33","2052","0","自订过滤条件","Filter Dailog",
"Custom Filter","33","1028","0","自訂過濾條件","Filter Dailog",
"Custom Filter","33","1033","0","","Filter Dailog",
"in","43","2052","0","包含","Filter Dailog",
"in","43","1028","0","包含","Filter Dailog",
"in","43","1033","0","","Filter Dailog",
"blank","26","2052","0","空白","Filter Dailog",
"blank","26","1028","0","空白","Filter Dailog",
"blank","26","1033","0","","Filter Dailog",
"like","63","2052","0","相似于","Filter Dailog",
"like","63","1028","0","相似於","Filter Dailog",
"like","63","1033","0","","Filter Dailog",
"(Custom...)","19","2052","0","(自订...)","Filter Dailog",
"(Custom...)","19","1028","0","(自訂...)","Filter Dailog",
"(Custom...)","19","1033","0","","Filter Dailog",
"does not equal","38","2052","0","不等于","Filter Dailog",
"does not equal","38","1028","0","不等於","Filter Dailog",
"does not equal","38","1033","0","","Filter Dailog",
"<root>","21","2052","0","根","Filter Dailog",
"<root>","21","1028","0","根","Filter Dailog",
"<root>","21","1033","0","","Filter Dailog",
"is this week","58","2052","0","等于这星期","Filter Dailog",
"is this week","58","1028","0","等於這星期","Filter Dailog",
"is this week","58","1033","0","","Filter Dailog",
"&Save As...","16","2052","0","另存...","Filter Dailog",
"&Save As...","16","1028","0","另存...","Filter Dailog",
"&Save As...","16","1033","0","","Filter Dailog",
"is this year","59","2052","0","等于今年","Filter Dailog",
"is this year","59","1028","0","等於今年","Filter Dailog",
"is this year","59","1033","0","","Filter Dailog",
"NOT AND","66","2052","0","不是且","Filter Dailog",
"NOT AND","66","1028","0","不是且","Filter Dailog",
"NOT AND","66","1033","0","","Filter Dailog",
"not between","67","2052","0","不介于","Filter Dailog",
"not between","67","1028","0","不介於","Filter Dailog",
"not between","67","1033","0","","Filter Dailog",
"is this month","57","2052","0","等于这个月","Filter Dailog",
"is this month","57","1028","0","等於這個月","Filter Dailog",
"is this month","57","1033","0","","Filter Dailog",
"not in","68","2052","0","不包含","Filter Dailog",
"not in","68","1028","0","不包含","Filter Dailog",
"not in","68","1033","0","","Filter Dailog",
"is today","60","2052","0","等于今天","Filter Dailog",
"is today","60","1028","0","等於今天","Filter Dailog",
"is today","60","1033","0","","Filter Dailog",
"not like","69","2052","0","不相似于","Filter Dailog",
"not like","69","1028","0","不相似於","Filter Dailog",
"not like","69","1033","0","","Filter Dailog",
"is last month","48","2052","0","等于上个月","Filter Dailog",
"is last month","48","1028","0","等於上個月","Filter Dailog",
"is last month","48","1033","0","","Filter Dailog",
"is greater than or equal to","47","2052","0","大于或等于","Filter Dailog",
"is greater than or equal to","47","1028","0","大於或等於","Filter Dailog",
"is greater than or equal to","47","1033","0","","Filter Dailog",
"equals","40","2052","0","等于","Filter Dailog",
"equals","40","1028","0","等於","Filter Dailog",
"equals","40","1033","0","","Filter Dailog",
"Use * to represent any single character","84","2052","0","*  表示多个文字","Filter Dailog",
"Use * to represent any single character","84","1028","0","*  表示多個文字","Filter Dailog",
"Use * to represent any single character","84","1033","0","","Filter Dailog",
"is next month","53","2052","0","等于下个月","Filter Dailog",
"is next month","53","1028","0","等於下個月","Filter Dailog",
"is next month","53","1033","0","","Filter Dailog",
"is next week","54","2052","0","等于下星期","Filter Dailog",
"is next week","54","1028","0","等於下星期","Filter Dailog",
"is next week","54","1033","0","","Filter Dailog",
"is less than or equal to","52","2052","0","小于或等于","Filter Dailog",
"is less than or equal to","52","1028","0","小於或等於","Filter Dailog",
"is less than or equal to","52","1033","0","","Filter Dailog",
"OR","72","2052","0","或","Filter Dailog",
"OR","72","1028","0","或","Filter Dailog",
"OR","72","1033","0","","Filter Dailog",
"Use _ to represent any single character","85","2052","0","_  表示单一文字","Filter Dailog",
"Use _ to represent any single character","85","1028","0","_  表示單一文字","Filter Dailog",
"Use _ to represent any single character","85","1033","0","","Filter Dailog",
"is next year","55","2052","0","等于明年","Filter Dailog",
"is next year","55","1028","0","等於明年","Filter Dailog",
"is next year","55","1033","0","","Filter Dailog",
"is not blank","56","2052","0","不等于空白","Filter Dailog",
"is not blank","56","1028","0","不等於空白","Filter Dailog",
"is not blank","56","1033","0","","Filter Dailog",
"is last week","49","2052","0","等于上星期","Filter Dailog",
"is last week","49","1028","0","等於上星期","Filter Dailog",
"is last week","49","1033","0","","Filter Dailog",
"is less than","51","2052","0","小于","Filter Dailog",
"is less than","51","1028","0","小於","Filter Dailog",
"is less than","51","1033","0","","Filter Dailog",
"is last year","50","2052","0","等于去年","Filter Dailog",
"is last year","50","1028","0","等於去年","Filter Dailog",
"is last year","50","1033","0","","Filter Dailog",
"(All)","18","2052","0","(全部)","Filter Dailog",
"(All)","18","1028","0","(全部)","Filter Dailog",
"(All)","18","1033","0","","Filter Dailog",
"Add &Condition","22","2052","0","增加条件(&C)","Filter Dailog",
"Add &Condition","22","1028","0","增加條件(&C)","Filter Dailog",
"Add &Condition","22","1033","0","","Filter Dailog",
"Filter builder","42","2052","0","过滤器","Filter Dailog",
"Filter builder","42","1028","0","過濾器","Filter Dailog",
"Filter builder","42","1033","0","","Filter Dailog",
"IS","44","2052","0","等于","Filter Dailog",
"IS","44","1028","0","等於","Filter Dailog",
"IS","44","1033","0","","Filter Dailog",
"Add &Group","23","2052","0","增加群组(&G)","Filter Dailog",
"Add &Group","23","1028","0","增加群組(&G)","Filter Dailog",
"Add &Group","23","1033","0","","Filter Dailog",
"press the button to add a new condition","76","2052","0","增加新的条件式","Filter Dailog",
"press the button to add a new condition","76","1028","0","增加新的條件式","Filter Dailog",
"press the button to add a new condition","76","1033","0","","Filter Dailog",
"between","25","2052","0","介于","Filter Dailog",
"between","25","1028","0","介於","Filter Dailog",
"between","25","1033","0","","Filter Dailog",
"Filter","41","2052","0","过滤","Filter Dailog",
"Filter","41","1028","0","過濾","Filter Dailog",
"Filter","41","1033","0","","Filter Dailog",
"and","24","2052","0","且","Filter Dailog",
"and","24","1028","0","且","Filter Dailog",
"and","24","1033","0","","Filter Dailog",
"AND","1","2052","0","且","and",
"AND","1","1028","0","且","and",
"AND","1","1033","0","","and",
"is blank","45","2052","0","等于空白","Filter Dailog",
"is blank","45","1028","0","等於空白","Filter Dailog",
"is blank","45","1033","0","","Filter Dailog",
"Show rows where:","79","2052","0","条件如下:","Filter Dailog",
"Show rows where:","79","1028","0","條件如下:","Filter Dailog",
"Show rows where:","79","1033","0","","Filter Dailog",
"is greater than","46","2052","0","大于","Filter Dailog",
"is greater than","46","1028","0","大於","Filter Dailog",
"is greater than","46","1033","0","","Filter Dailog",
"is yesterday","62","2052","0","等于昨天","Filter Dailog",
"is yesterday","62","1028","0","等於昨天","Filter Dailog",
"is yesterday","62","1033","0","","Filter Dailog",
"NOT OR","70","2052","0","不是或","Filter Dailog",
"NOT OR","70","1028","0","不是或","Filter Dailog",
"NOT OR","70","1033","0","","Filter Dailog",
"is tomorrow","61","2052","0","等于明天","Filter Dailog",
"is tomorrow","61","1028","0","等於明天","Filter Dailog",
"is tomorrow","61","1033","0","","Filter Dailog",
"<empty>","20","2052","0","空值","Filter Dailog",
"<empty>","20","1028","0","空值","Filter Dailog",
"<empty>","20","1033","0","","Filter Dailog",
"Ribbon Tabs","","2052","0","丝带标签","dxBarStrs.pas",
"Ribbon Tabs","","1028","0","絲帶標簽","dxBarStrs.pas",
"Ribbon Tabs","","1033","0","","dxBarStrs.pas",
"Ribbon","","2052","0","丝带","dxBarStrs.pas",
"Ribbon","","1028","0","絲帶","dxBarStrs.pas",
"Ribbon","","1033","0","","dxBarStrs.pas",
"A bar manager cannot be found for the status bar","","2052","0","一个工具栏不能找到状态栏","dxBarStrs.pas",
"A bar manager cannot be found for the status bar","","1028","0","一個工具欄不能找到狀態欄","dxBarStrs.pas",
"A bar manager cannot be found for the status bar","","1033","0","","dxBarStrs.pas",
"You cannot unmerge the specified toolbar","","2052","0","你不能取消合并指定的工具栏","dxBarStrs.pas",
"You cannot unmerge the specified toolbar","","1028","0","你不能取消合并指定的工具欄","dxBarStrs.pas",
"You cannot unmerge the specified toolbar","","1033","0","","dxBarStrs.pas",
"You cannot merge with the specified toolbar","","2052","0","你不能合并符合指定工具栏","dxBarStrs.pas",
"You cannot merge with the specified toolbar","","1028","0","你不能合并符合指定工具欄","dxBarStrs.pas",
"You cannot merge with the specified toolbar","","1033","0","","dxBarStrs.pas",
"Customization Form...","","2052","0","自定Form...","dxBarStrs.pas",
"Customization Form...","","1028","0","自定Form...","dxBarStrs.pas",
"Customization Form...","","1033","0","","dxBarStrs.pas",
"&Visible","","2052","0","可见(&V)","dxBarStrs.pas",
"&Visible","","1028","0","可見(&V)","dxBarStrs.pas",
"&Visible","","1033","0","Visible(&V)","dxBarStrs.pas",
"Customize Quick Access Toolbar","","2052","0","自定义快速访问工具栏","dxBarStrs.pas",
"Customize Quick Access Toolbar","","1028","0","自定義快速訪問工具欄","dxBarStrs.pas",
"Customize Quick Access Toolbar","","1033","0","","dxBarStrs.pas",
"Select the date","","2052","0","选择日期","dxBarStrs.pas",
"Select the date","","1028","0","選擇日期","dxBarStrs.pas",
"Select the date","","1033","0","","dxBarStrs.pas",
"ExpressBars SubMenu Editor","","2052","0","ExpressBars子菜单编辑器","dxBarStrs.pas",
"ExpressBars SubMenu Editor","","1028","0","ExpressBars子菜單編輯器","dxBarStrs.pas",
"ExpressBars SubMenu Editor","","1033","0","","dxBarStrs.pas",
"A command name cannot be blank. Please enter a name.","","2052","0","命令的名称不能空。请输入一个名称。","dxBarStrs.pas",
"A command name cannot be blank. Please enter a name.","","1028","0","命令的名稱不能空。請輸入一個名稱。","dxBarStrs.pas",
"A command name cannot be blank. Please enter a name.","","1033","0","","dxBarStrs.pas",
"Show f&ull menus after a short delay","78","2052","0","在短暂的延迟後显示完整的功能表(&U)","dxBarStrs.pas",
"Show f&ull menus after a short delay","78","1028","0","在短暫的延遲後顯示完整的功能表(&U)","dxBarStrs.pas",
"Show f&ull menus after a short delay","78","1033","0","","dxBarStrs.pas",
"You cannot merge with the specified bar manager","","2052","0","你不能合并指定的工具栏管理器","dxBarStrs.pas",
"You cannot merge with the specified bar manager","","1028","0","你不能合并指定的工具欄管理器","dxBarStrs.pas",
"You cannot merge with the specified bar manager","","1033","0","","dxBarStrs.pas",
"Select value","","2052","0","选择值","dxBarStrs.pas",
"Select value","","1028","0","選擇值","dxBarStrs.pas",
"Select value","","1033","0","","dxBarStrs.pas",
"(Blob)","","2052","0","（Blob ）","dxBarStrs.pas",
"(Blob)","","1028","0","（Blob ）","dxBarStrs.pas",
"(Blob)","","1033","0","","dxBarStrs.pas",
"New Button","","2052","0","新建Button","dxBarStrs.pas",
"New Button","","1028","0","新建Button","dxBarStrs.pas",
"New Button","","1033","0","","dxBarStrs.pas",
"New Gallery","","2052","0","新建Gallery","dxBarStrs.pas",
"New Gallery","","1028","0","新建Gallery","dxBarStrs.pas",
"New Gallery","","1033","0","","dxBarStrs.pas",
"ButtonG&roup","","2052","0","按钮组(&G)","dxBarStrs.pas",
"ButtonG&roup","","1028","0","按鈕組(&G)","dxBarStrs.pas",
"ButtonG&roup","","1033","0","","dxBarStrs.pas",
"Ungroup","","2052","0","取消组","dxBarStrs.pas",
"Ungroup","","1028","0","取消組","dxBarStrs.pas",
"Ungroup","","1033","0","","dxBarStrs.pas",
"Expand (Ctrl-Down)","","2052","0","展开(Ctrl-Down)","dxBarStrs.pas",
"Expand (Ctrl-Down)","","1028","0","展開(Ctrl-Down)","dxBarStrs.pas",
"Expand (Ctrl-Down)","","1033","0","","dxBarStrs.pas",
"New Item","1","2052","0","新建Item","dxBarStrs.pas",
"New Item","1","1028","0","新建Item","dxBarStrs.pas",
"New Item","1","1033","0","","dxBarStrs.pas",
"New Separator","","2052","0","新建Separator","dxBarStrs.pas",
"New Separator","","1028","0","新建Separator","dxBarStrs.pas",
"New Separator","","1033","0","","dxBarStrs.pas",
"New SubItem","","2052","0","新建SubItem","dxBarStrs.pas",
"New SubItem","","1028","0","新建SubItem","dxBarStrs.pas",
"New SubItem","","1033","0","","dxBarStrs.pas",
"(custom)","","2052","0","(自定)","dxBarStrs.pas",
"(custom)","","1028","0","(自定)","dxBarStrs.pas",
"(custom)","","1033","0","","dxBarStrs.pas",
"Show all groups","","2052","0","显示所有组","dxBarStrs.pas",
"Show all groups","","1028","0","顯示所有組","dxBarStrs.pas",
"Show all groups","","1033","0","","dxBarStrs.pas",
"(automatic)","","2052","0","(自动)","dxBarStrs.pas",
"(automatic)","","1028","0","(自動)","dxBarStrs.pas",
"(automatic)","","1033","0","","dxBarStrs.pas",
"You cannot create recursive menus","","2052","0","不能创建递归菜单","dxBarStrs.pas",
"You cannot create recursive menus","","1028","0","不能創建遞歸菜單","dxBarStrs.pas",
"You cannot create recursive menus","","1033","0","","dxBarStrs.pas",
"&Add or Remove Buttons","99","2052","0","新增或移除按钮","dxBarStrs.pas",
"&Add or Remove Buttons","99","1028","0","新增或移除按鈕","dxBarStrs.pas",
"&Add or Remove Buttons","99","1033","0","","dxBarStrs.pas",
"Enter value","","2052","0","输入值","dxBarStrs.pas",
"Enter value","","1028","0","輸入值","dxBarStrs.pas",
"Enter value","","1033","0","","dxBarStrs.pas",
"You cannot create recursive subitems","","2052","0","你不能创建递归的子条目","dxBarStrs.pas",
"You cannot create recursive subitems","","1028","0","你不能創建遞歸的子條目","dxBarStrs.pas",
"You cannot create recursive subitems","","1033","0","","dxBarStrs.pas",
"Add Category","","2052","0","增加类别","dxBarStrs.pas",
"Add Category","","1028","0","增加類別","dxBarStrs.pas",
